Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Nov '20 Nov 30, 2020","Aug '20 Aug 31, 2020","May '20 May 31, 2020","Feb '20 Feb 29, 2020","Nov '19 Nov 30, 2019",+20 Quarters,,
Revenue,-,-,-,-,-,"674,000","666,000","681,000","682,000","674,000","666,000","690,000","682,000","674,000","666,000","674,000","681,000","681,000","674,000","674,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-,-,0%,0%,-1.304%,0%,0%,0%,2.374%,0.147%,-1.028%,-1.187%,0%,0%,-0.147%,1.201%,0%,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,-,-,-,-,-,"674,000","666,000","681,000","682,000","674,000","666,000","690,000","682,000","674,000","666,000","674,000","681,000","681,000","674,000","674,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","847,000","1,693,000","1,783,000","2,111,000","1,936,000","2,644,000","1,447,000","3,144,000","3,524,000","2,912,000","6,082,000","7,470,000","2,081,000","1,926,000","1,102,000","727,000","730,000","1,030,000","1,391,000","1,081,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"2,242,000","1,442,000","1,179,000","1,766,000","957,000","1,821,000","4,427,000","7,277,000","5,347,000","9,179,000","5,836,000","11,659,000","6,086,000","3,198,000","6,168,000","5,774,000","2,968,000","1,925,000","3,320,000","2,022,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"3,089,000","3,135,000","2,962,000","3,877,000","2,893,000","4,465,000","5,874,000","10,421,000","8,871,000","12,091,000","11,918,000","19,129,000","8,167,000","5,124,000","7,270,000","6,501,000","3,698,000","2,955,000","4,711,000","3,103,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-3,089,000","-3,135,000","-2,962,000","-3,877,000","-2,893,000","-3,791,000","-5,208,000","-9,740,000","-8,189,000","-11,417,000","-11,252,000","-18,439,000","-7,485,000","-4,450,000","-6,604,000","-5,827,000","-3,017,000","-2,274,000","-4,037,000","-2,429,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,"-261,000","-592,000","-1,211,000","-826,000",-,-,-,-,-,-,-,"-51,000",-,-,-,-,"-10,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,"14,234,000","1,536,000","3,707,000","435,000","2,478,000","1,597,000","1,149,000","1,036,000","350,000","544,000","172,000",-,"541,000","541,000","269,000","142,000",-,"349,000","189,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,"-124,000",-,-,-,"176,000",-,-,-,"-33,000",-,-,-,-,"-6,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-15,420,000",-,-,"-1,400,000",-,-,-,"-9,000",-,-,-,"-9,000",-,-,-,"150,000","-6,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-18,509,000","10,838,000","-2,018,000","-2,905,000","-3,284,000","-1,313,000","-3,611,000","-8,424,000","-7,153,000","-11,067,000","-10,708,000","-18,309,000","-7,536,000","-3,909,000","-6,063,000","-5,408,000","-2,887,000","-2,284,000","-3,688,000","-2,240,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,"3,552,000","16,201,000",-,-,-,"-312,000",-,-,-,"-948,000",-,-,-,"-162,000","-109,000",-,-,"-303,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-18,509,000","10,838,000","1,534,000","13,296,000","-3,284,000","-1,313,000","-3,611,000","-8,736,000","-7,153,000","-11,067,000","-10,708,000","-19,257,000","-7,536,000","-3,909,000","-6,063,000","-5,570,000","-2,996,000","-2,284,000","-3,688,000","-2,543,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"1,133,000","1,634,000",-,-,-,-,-,-,"100,000",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-19,642,000","9,204,000","1,534,000","13,296,000","-3,284,000","-1,313,000","-3,611,000","-8,736,000","-7,253,000","-11,067,000","-10,708,000","-19,257,000","-7,536,000","-3,909,000","-6,063,000","-5,570,000","-2,996,000","-2,284,000","-3,688,000","-2,543,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"23,000","8,000","2,000","40,000","62,000","119,000","216,000","193,000","193,000","534,000","283,000","997,000","279,000","92,000","393,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-19,619,000","9,212,000","1,536,000","13,336,000","-3,222,000","-1,194,000","-3,395,000","-8,543,000","-7,060,000","-10,533,000","-10,425,000","-18,260,000","-7,257,000","-3,817,000","-5,670,000","-5,570,000","-2,996,000","-2,284,000","-3,688,000","-2,543,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-19,619,000","9,212,000","1,536,000","13,336,000","-3,222,000","-1,194,000","-3,395,000","-8,543,000","-7,060,000","-10,533,000","-10,425,000","-18,260,000","-7,257,000","-3,817,000","-5,670,000","-5,570,000","-2,996,000","-2,284,000","-3,688,000","-2,543,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"40,896,845","40,959,759","40,835,953","40,520,727","40,445,896","40,225,594","40,041,258","39,421,054","39,100,231","38,795,318","38,679,622","55,160,738","34,539,487","30,716,982","27,963,072","23,754,980","23,640,773","23,215,205","17,818,429","17,472,315",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"40,896,845","41,591,007","41,564,007","41,528,059","40,445,896","40,225,594","40,041,258","39,421,054","39,100,231","38,795,318","38,679,622","55,160,738","34,539,487","30,716,982","27,963,072","23,754,980","23,640,773","23,215,205","17,818,429","17,472,315",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1.115%,3.394%,3.803%,5.345%,3.442%,3.687%,3.520%,-28.534%,13.204%,26.299%,38.324%,132.207%,46.101%,32.314%,56.933%,35.958%,35.412%,32.987%,2.087%,0.135%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.480,0.225,0.038,0.329,-0.080,-0.030,-0.085,-0.217,-0.181,-0.272,-0.270,-0.331,-0.210,-0.124,-0.203,-0.234,-0.127,-0.098,-0.207,-0.146,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.480,0.220,0.038,0.325,-0.080,-0.030,-0.085,-0.219,-0.181,-0.272,-0.270,-0.331,-0.210,-0.124,-0.203,-0.234,-0.127,-0.098,-0.207,-0.146,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-7,106,000","2,076,000","-1,478,000","-1,421,000","-726,000","-2,654,000","-5,748,000","-8,370,000","-2,362,000","-8,510,000","-9,172,000","-19,439,000","-5,567,000","-4,678,000","-3,709,000","-6,465,000","-2,537,000","-3,357,000","-3,629,000","-2,999,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.174,0.050,-0.036,-0.034,-0.018,-0.066,-0.144,-0.212,-0.060,-0.219,-0.237,-0.352,-0.161,-0.152,-0.133,-0.272,-0.107,-0.145,-0.204,-0.172,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-,-,-562.463%,-781.982%,-1430.250%,-1200.733%,-1693.917%,-1689.489%,-2672.319%,-1097.507%,-660.237%,-991.592%,-864.540%,-443.025%,-333.921%,-598.961%,-360.386%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-,-,-177.151%,-509.760%,-1254.479%,-1035.191%,-1562.760%,-1565.315%,-2646.377%,-1064.076%,-566.320%,-851.351%,-826.409%,-439.941%,-335.389%,-547.181%,-377.300%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-,-,-393.769%,-863.063%,-1229.075%,-346.334%,-1262.611%,-1377.177%,-2817.246%,-816.276%,-694.065%,-556.907%,-959.199%,-372.540%,-492.952%,-538.427%,-444.955%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-3,037,000","-3,081,000","-2,906,000","-3,824,000","-2,839,000","-3,739,000","-5,171,000","-9,723,000","-8,174,000","-11,402,000","-11,241,000","-18,425,500","-7,470,000","-4,424,000","-6,576,000","-5,825,000","-3,015,000","-2,271,000","-4,036,000","-2,427,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"52,000","54,000","56,000","53,000","54,000","52,000","37,000","17,000","15,000","15,000","11,000","13,500","15,000","26,000","28,000","2,000","2,000","3,000","1,000","2,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-3,089,000","-3,135,000","-2,962,000","-3,877,000","-2,893,000","-3,791,000","-5,208,000","-9,740,000","-8,189,000","-11,417,000","-11,252,000","-18,439,000","-7,485,000","-4,450,000","-6,604,000","-5,827,000","-3,017,000","-2,274,000","-4,037,000","-2,429,000",Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,15.076%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
